ChineseName,EnglishName,ChineseAddress,EnglishAddress,Phone,RoomCount
慶爾喜旅館長沙二館,amba Taipei Songshan,臺北市萬華區長沙街二段11號3樓之1,"17F-21F., No.8, Sec. 7, Civic Blvd., Nangang Dist., Taipei City 115, Taiwan (R.O.C.)",02-77309920,6
姆提文創旅店,Delight Hotel,臺北市大安區信義路三段147巷5弄4號1樓,"No. 432 Changchun Rd. Taipei, Taiwan",02-23897563,11
台北捷運-北投會館(捷之旅),Discovery Motel Yanpin,臺北市北投區大業路527巷88號(2至3樓),"No.23, Sec. 5, Yanping N. Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)",02-28930105,42
豪景大酒店,SHIANG JI SHIEH HOTEL,臺北市萬華區環河南路1段77號,"7F., No.305, Sec. 3, Zhongxiao E. Rd., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)",02-23113131,217
天閣酒店(台北長安),HUAKUNG HOTEL,臺北市中山區林森北路80號1至14樓,"No.157, Sichang St., Wanhua District, Taipei City",02-25317777,80
台北這地方微旅店,Double Tree by Hiton Taipei Zhongshan,臺北市中山區吉林路294號(1樓)及294之1號(2樓),"1F.-14F, No. 1, Ln. 121, No. 1-1, Ln. 121, Sec. 1, Zhongshan N. Rd., Zhongshan Dist., Taipei City 10",02-25637522,3
台北松山意舍酒店,INTERNATIONAL HOTEL,臺北市南港區市民大道七段8號17樓至21樓,"No.7, Sec. 1, Hushan Rd., Beitou Dist., Taipei City 112, Taiwan (R.O.C.)",02-26532828,190
富裕自由旅店林森館,City Inn Hotel III,臺北市中山區林森北路85巷23號1至2樓,"1-7F., No.77, Chang’an W. Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-25671333,11
天閣酒店(台北南西),E-HOUSE HOTEL,臺北市中山區南京西路3號1至9樓,"3F., No.155, Xining S. Rd., Wanhua Dist., Taipei City 10844, Taiwan (R.O.C.)",02-25679999,52
晶棧行旅,OrigInn,臺北市中正區公園路13號7樓,"No.247, Nanjing W. Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-23895999,14
皇家季節酒店2館,CHECK inn Taipei Nanjing,臺北市大同區南京西路330號1至11樓,"No.16, Sec. 3, Nanjing E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C)",02-25556488,46
天成大飯店,GOMAN STATION HOSTEL,臺北市中正區忠孝西路1段43號,"23F.-18, No.50, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-23617856,226
富玉莊旅社,Meworld Hotel-Songsha,"臺北市士林區福港街149巷15弄8,10號2-3樓","2-7F., No.153, Songshan Rd., Xinyi Dist., Taipei City 110, Taiwan (R.O.C.)",02-28822308,20
寒居酒店 Humble Boutique Hotel,Starbox Hostel,臺北市中山區松江路116號1樓至9樓,"4F., No. 288, Nanjing W. Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-66008000,111
天閣酒店台北劍潭,HEJ ARENA Hotel,臺北市士林區基河路16之6號1樓至12樓,"No.156, Sec. 4, Nanjing E. Rd., Songshan Dist., Taipei City 105, Taiwan (R.O.C.)",02-28862999,72
城市商旅站前館,dan hostel,臺北市大同區延平北路一段51號1至3樓及53號1樓,"No. 154, Hanzhong St., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-25507000,92
凱微精品旅館,Radium-Kagaya,臺北市中山區林森北路381號9-10樓,"No.236, Guangming Rd., Beitou Dist., Taipei City 112, Taiwan (R.O.C.)",02-25426879,28
印石時尚旅館,Rich&Free Hotel-Beitou,臺北市文山區秀明路二段15號,"No.26, Zhongshan Rd., Beitou Dist., Taipei City 112, Taiwan (R.O.C.)",02-86617070,50
台北中山九昱希爾頓逸林酒店,DAHSHIN HOTEL,"臺北市中山區中山北路一段121巷1之1號,121巷1號1樓至14樓","No.2-2, Ln. 27, Sec. 2, Zhongshan N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-66199999,105
謙商旅-東門館,SILKEN HOTEL,臺北市中正區信義路二段163號,"1-10F., No.76-1, Sec. 3, Xinsheng N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-23582520,85
台北馥華商旅敦北館,At Home Hotel Ximen,臺北市松山區敦化北路4巷52號1至7樓,"No.8, Ln. 96, Kunming St., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-66131300,73
香城大飯店松山分店,Courtyard by Marriott Taipei,臺北市松山區市民大道六段67號1-9樓,"7F.、7F.-1,、8F.、 9F. 、 9F-1、 30F., No.359, Sec. 7, Zhongxiao E. Rd., Nangang Dist., Taipei City 115,",02-27693969,56
台北馥敦飯店,Relite Hotel,臺北市松山區復興北路315號1-7樓,"8-11F., No.21, Sec. 1, Zhonghua Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-27138181,71
蒲園飯店,Backpackers-Hostels Taipei Changchan,臺北市松山區八德路四段176號地下2樓、地下1樓、1樓、3樓至5樓、7樓,"2F., No.6, Ln. 258, Changchun Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-27530772,32
金普頓大安酒店,The Landis Taipei,臺北市大安區仁愛路四段27巷23號3樓至11樓、25號、25號3樓至11樓、27號2樓至14樓,"No.41, Sec. 2, Minquan E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-27792000,129
相鐵飯店台北西門,Kimpton Da An Hotel,臺北市中正區中華路一段57號,"No. 25, Ln. 27, Sec. 4, Ren’ai Rd., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)",02-23316203,200
雀客旅館　,Asia Pacific Hotel,臺北市中山區松江路253號1至13樓,"No.３１, Youya Rd., Beitou Dist., Taipei City 112, Taiwan (R.O.C.)",02-77266277,65
好駐旅館,GOOD DAY HOSTEL,臺北市中山區新生北路一段106號6樓、7樓、7樓之1-9,"6F., No. 26, Gangu St., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-25213131,29
侘侘行旅,YISU HOTEL,臺北市中正區公園路13號8樓、9樓,"2F., No.116, Sec. 1, Chongqing N. Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-89782345,49
陸號行旅萬年館,Apause INN,臺北市萬華區西寧南路70號6樓,"5F, No. 8, Guanqian Rd, Zhongzheng District, 10047 Taipei City, Taiwan",02-23619069,39
世民酒店台北北門,Just Live Inn,臺北市中正區中華路一段3號(1樓至26樓),"B1., No. 8, Guanqian Rd., Zhongzheng Dist., Taipei City",07-10161061,267
柯達大飯店 台北長安,Evergreen Laurel Hotel (Taipei),臺北市中山區松江路61之1號1樓、4樓至11樓,"No.63, Songjiang Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-25169999,103
在家行旅南西館,HOTEL IJOURNEY,臺北市大同區寧夏路11號2樓、2樓之1、2樓之2、2樓之3,"4F., No.16, Minsheng W. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-25413959,40
慶爾喜旅館西門捷運館,Tianmu Star Urban Living,臺北市萬華區中華路一段152號7樓、11樓及成都路1號7樓、11樓,"No. 46, Ln. 166, Sec. 1, Shipai Rd., Beitou Dist., Taipei City",02-77309920,21
欣和大旅社,Cloud Hotel Arena,臺北市大安區羅斯福路2段75-1號2-6樓,"13F., No.197, Sec. 4, Zhongxiao E. Rd., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)",02-23660105,38
洛碁大飯店山水閣,C.H. HOTEL,臺北市中山區中山北路二段181號1-5樓,"7F., No.22, Nanjing W. Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-25971281,32
皇家玫瑰旅館站前館,Dandy Hotel - Tianmu Branch,臺北市中山區華陰街3號1-4樓,"No.2, Ln. 728, Sec. 6, Zhongshan N. Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)",02-25217222,12
喬合大飯店,Taipei Inn,臺北市大安區復興南路一段136號1至4樓；復興南路一段126巷10弄1號等、3號2樓至2樓之8、3號3樓至3樓之8、3號4樓至4樓之10、3號5至5樓之10、3號6樓至6樓之9,"No. 40, Xuchang St., Zhongzheng Dist., Taipei City 100415, Taiwan (R.O.C.)",02-27765877,69
西門希爾商旅,GUIDE HOTEL-Taipei XinYi,臺北市萬華區峨眉街28號4樓之1、4樓之2、4樓之3,"No.15-2, Sec. 2, Keelung Rd., Xinyi Dist., Taipei City 110, Taiwan (R.O.C.)",02-23810081,15
北門文旅,"SUZ & Catorze Taipei, a Tribute Portfolio Hotel",臺北市大同區長安西路145巷3號,"10843 No.51, Sec. 1, Huanhe S. Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-25567797,15
曲水會館,ARTREE HOTEL,臺北市北投區溫泉路105號1-3樓,"No.76, Sec. 3, Bade Rd., Songshan Dist., Taipei City 105, Taiwan (R.O.C.)",02-28912151,19
麗雅精品旅館,Beimen Wow Poshtel,臺北市中山區長春路62號8樓之1,"1~4F., No.2-1、2-2、2-3、2-4, Ln. 92, Taiyuan Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-25411133,12
茶色部屋行旅 站前館,Beauty Hotels Taipei-Starbeauty Resort,臺北市中正區忠孝西路1段50號26樓,"No.38-1,Qiangang St., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)",02-23822800,55
三德大飯店,Ming Le Hotel,臺北市大同區承德路3段49號,"4-5F., No.21, Chengdu Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-25963111,287
台北萬豪酒店,star hostel,臺北市中山區樂群二路199號,"5F., No.50~ No.50-11,4F., No.48~ No.48-11, Huayin St., Datong Dist., Taipei City 103, Taiwan (R.O.C.",02-85029999,318
洛碁大飯店南港館,Hotel B6,臺北市南港區忠孝東路七段526號1-14樓、528號2-14樓,"No. 106, sec 2., Wuchang St. Wanhua Dist., Taipei City 10843, Taiwan (R. O. C)",02-27893009,120
旅居文旅-西門驛站,Courtyard by Marriott Taipei Downtown,臺北市萬華區西寧南路67號5-9樓,"No.6,Sec 3,Minsheng E.Rd.,Zhongshan Dist.,Taipei City 10480,Taiwan(R.O.C)",02-23880050,38
台灣西鐵國際旅館,City Suites-Main Station,臺北市萬華區中華路一段88號1樓、6樓至28樓,"No. 51, Sec. 1, Yanping N. Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-23143939,298
雀客旅館台北信義,HAOZHAN HOTEL,臺北市信義區信義路四段468號3-13樓,"2F., No.34, Kunming St., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-23459777,88
意寬精品旅館 HOME HOTEL,Jing Mei Hotel,臺北市信義區松仁路90號1樓、3至12樓,"Level 2-4, N0.104,Jingwen St.,Wenshan Dist.,Taipei City 116,Taiwan (R.O.C.)",02-87890111,121
米尼旅店,Humble Boutique Hotel,臺北市中正區忠孝西路一段23號5至6樓,"No. 116, Songjiang Rd., Zhongshan Dist., Taipei City 104091 , Taiwan (R.O.C.)",02-23881516,8
函舍旅館,THe Residence,臺北市萬華區成都路68號4-5樓,"11F., No. 222, Sec. 2, Nanchang Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-23718812,19
町記憶旅店3館,Capital Hotel-SongShan branch,臺北市萬華區昆明街142號2、3樓,"1-12F., No.658, Sec. 4, Bade Rd., Songshan Dist., Taipei City 105, Taiwan (R.O.C.)",02-23709930,44
葳皇時尚飯店,Tango Hotel,"臺北市大同區延平北路二段197號3, 4,11樓","147, Fuxing N. Rd., Taipei 10547, Taiwan",02-25575379,48
艾捷天麗大飯店,Changhong Fashion Hotel,臺北市松山區南京東路四段156號1-11樓,"3-5F., No.56, Changchun Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)　",02-25796162,78
見潭璞旅,CHO HOTEL 3,臺北市士林區承德路四段250號,"2,3F., No. 142, Kunming St., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-28831777,240
捷絲旅西門町店,Les Suites Taipei (Ching-cheng),臺北市中正區中華路一段41號5-9樓,"No.12, Qingcheng St., Songshan Dist., Taipei City 105, Taiwan (R.O.C.)",02-23709000,143
洛碁大飯店松山館,EAST DRAGON HOTEL,臺北市南港區玉成街149號,"No.23, Sec. 2, Hankou St., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-27837088,97
艾特文旅,Yusense Hotel,臺北市萬華區武昌街二段124之2號4樓,"No.55, Sec.2, Zhishan Rd.,Shihlin Dist. Taipei, Taiwan, R.O.C.",02-23885558,29
睡覺盒子旅館,K Hotels Chang-An,臺北市中正區衡陽路34號1樓及36號地下之1、地下之2,"1F., No.61-1, Songjiang Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-55713712,39
西門大飯店,EMPIRE HOTEL,臺北市萬華區中華路一段78號2-6樓,"1-6F., No.108, Wenquan Rd., Beitou Dist., Taipei City 112, Taiwan (R.O.C.)",02-23819922,78
品格子旅店,Sundaily Hostel,臺北市中正區公園路13號10樓,"9F., No. 49, Sec. 1, Chongqing S. Rd., Zhongzheng Dist., Taipei City",02-23114511,34
樂爾公寓,Funny Ximen Hotel,臺北市大同區延平北路三段4號6樓、6樓之1,"7F., No. 72, Sec. 2, Wuchang St., Wanhua Dist., Taipei City 108002, Taiwan (R.O.C.)",02-25850006,20
昇美精旅,POSHPACKER HOTEL,臺北市中山區新生北路二段25號1至6樓,"1-5F, No.50, Sec.1 , Hankou St., Zhongzheng Dist., Taipei City, Taiwan (R.O.C.)",02-25111399,42
野趣旅舍 T.O.HOTEL,Rich Zone Hotel,臺北市大同區承德路二段28號1至5樓,"2-3F., No.8, Aly. 15, Ln. 149, Fugang St., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)",02-25521300,16
晶樺商務旅店,BEST HOTEL,臺北市萬華區西園路一段168號10樓,"6F., No.656,656-1, Sec. 4, Bade Rd., Songshan District, Taipei City 105, Taiwan (R.O.C.)",02-23048788,10
懷特豪斯青年旅舍,Le Meridien Taipei,臺北市松山區南京東路五段123巷1號1至4樓、1之1號2至4樓、1之2號2至4樓,"No.38, Songren Rd., Xinyi Dist., Taipei City 110, Taiwan (R.O.C.)",02-37656578,38
帥客旅店,HANNS HOUSE,臺北市中正區羅斯福路一段90巷2號1-5樓,"1-12th Floor, No. 206, Section 1, Keelung Road, Xinyi District, Taipei City",02-23223887,32
台北大安伊普索酒店,WE COME HOSTEL,臺北市大安區復興南路一段219之2號1樓、4-12樓,"2F.-1, No.26, Gangu St., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-27117268,136
台北西門窩青年旅館,Le Passage Hostel,臺北市萬華區漢中街42號8樓,"4F.-1, No.8, Shaoxing N. St., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-23315100,6
皇家玫瑰旅館 雙城館,Villa 32,臺北市中山區雙城街28巷8號、8號2樓至4樓、8之1號(1樓)、8之3號(2樓)、8之5號(3樓)、8之7號(4樓),"No.32, Zhongshan Rd., Beitou Dist., Taipei City 112, Taiwan (R.O.C.)",02-25958077,17
松林旅社,SOLARIA NISHITETSU HOTEL TAIPEI XIMEN,臺北市萬華區桂林路174號3至5樓及夾層、176號1至5樓及夾層,"6F.,No. 88, Section 1, Zhonghua Road, Wanhua District, Taipei City 108002, Taiwan（R.O.C）",02-23067122,31
洛碁大飯店協美,CHYUAN DU SPRING RESORT,臺北市中山區中山北路二段181號10-12樓,"No.220, Guangming Rd., Beitou Dist., Taipei City 112, Taiwan (R.O.C.)",02-25971281,24
雀客藏居台北南港,Taiwan Youth hostel,臺北市南港區重陽路59號,"B1, No.11, Qingdao W. Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-26512251,105
神旺商務酒店,Dandy Hotel Dann Park Branch,"臺北市中山區南京東路一段128號,2至13樓","NO.33,Sec. 3,Xinyi Rd., Da’an Dist., Taipei City 106, Taiwan",02-25115185,81
JR東日本大飯店台北,Tango Hotel Taipei JiHe,臺北市中山區臺北市中山區南京東路三段133號,"No.18, Jihe Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)",02-77500999,288
芝山璞旅,HOTEL B,"臺北市士林區福國路106號1樓,2-6樓之1至7","1-10F., No.367, Sec. 2, Bade Rd., Songshan District, Taipei City 105, Taiwan (R.O.C.)",02-28332323,41
在家行旅西門館,Rich&Free Hotel-Taipei Main Station(Kaifeng),臺北市萬華區昆明街96巷8號1樓,"No.41, Sec. 1, Kaifeng St., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-23619000,5
美好行旅北車漢口館,Inn Cube (Ximen),臺北市中正區漢口街1段45號6樓,"8F., No.30, Xining S. Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-23818008,21
卡樂町旅店,SWIIO HOTEL DAAN,臺北市萬華區內江街55巷22號,"1-7F.,No.183,No.185, Sec. 1, Da’an Rd., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)",02-23826000,20
天雲旅棧台北中山,Hotel Metropolitan Premier Taipei,"臺北市中山區中山北路一段83巷7,7之1號至7之18號","No. １３３, Sec. 3, Nanjing E. Rd., Zhongshan Dist., Taipei City , Taiwan (R.O.C.)",02-25216666,56
璞漣商務旅館西門店,MUZIK HOTEL,臺北市萬華區成都路27巷6號,"6F,8F, No.90, Chung Hwa Road. Taipei City 108, Taiwan(R.O.C)",02-23718616,57
台北發現青年旅舍,Colors Infinity Inn　,臺北市中山區民權東路二段21號5、6樓,"2-3F., No.286, Linsen N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-25980209,7
亞太飯店 北投館,HOTEL HD PALACE,臺北市北投區幽雅路31號,"2F-9F., No.100, Sec. 2, Anhe Rd., Da-an District, Taipei City 106, Taiwan (R.O.C.)",02-28983088,140
泉都溫泉會館,TRIPLE TIGER HOSTEL,臺北市北投區光明路220號,"4F., No.39, Ln. 25, Kangding Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-28960077,64
香城大飯店豪悅分店,Formosa101 Hostel,臺北市中山區松江路93巷9號1至8樓及9號2、3、4、5樓之1至之7、6樓之1至之3、7樓之1、8樓之1及97巷18號,"5F&9F., No.115, Sec. 2, Keelung Rd., Xinyi Dist., Taipei City 110, Taiwan (R.O.C.)",02-25177272,32
玩行旅 大安分館,ATTIC MOTEL,臺北市大安區大安路1段81號1-7樓、81之1號、81號2樓之1、3樓之1至之5、4樓之1至之5、5樓之1至之5、6樓之1至之5、7樓之1至之5,"No.438, Minzu E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-87727862,65
